Medicine_Name,Current_Stock,Days_Until_Expiry,Average_Daily_Usage
Valproate,179,163,1.0
Clotrimazole,410,184,1.78
Metronidazole,309,122,2.13
Clotrimazole,305,325,0.95
Loratadine,314,255,1.35
Quetiapine,20,130,0.18
Insulin,56,308,0.21
Levofloxacin,89,67,1.38
Amlodipine,115,140,0.97
Zinc Acetate,369,67,4.73
Sertraline,17,333,0.05
Domperidone,1,299,0.0
Escitalopram,486,124,3.81
Piperacillin,197,69,3.36
Cyclizine,297,61,5.72
Dexamethasone,290,256,1.32
Loratadine,259,280,0.88
Tramadol,483,270,1.45
Noradrenaline,146,311,0.4
Tamsulosin,459,47,11.35
Pantoprazole,126,105,1.17
Metronidazole,260,71,2.97
Artemether,19,121,0.14
Metformin,444,328,1.1
Pseudoephedrine,485,26,20.26
Clozapine,24,184,0.14
Linezolid,233,23,10.49
Lumefantrine,480,272,1.64
Insulin,334,72,4.24
Ethambutol,427,329,1.18
Diazepam,150,60,2.37
Budesonide,440,213,1.84
Fluoxetine,9,101,0.08
Quetiapine,276,53,5.78
Nitrofurantoin,421,240,2.03
Meropenem,367,287,1.04
Risperidone,122,137,0.76
Linezolid,42,55,0.84
Pyrazinamide,20,206,0.09
Hydroxychloroquine,499,39,11.13
Valproate,293,349,0.68
Sertraline,433,354,1.01
Ofloxacin,36,224,0.15
Risperidone,48,256,0.19
Metronidazole,360,283,1.25
Budesonide,119,262,0.44
Noradrenaline,336,247,1.11
Ibuprofen,408,270,1.29
Diazepam,468,297,1.73
Fluoxetine,18,90,0.19
Pyrazinamide,456,328,1.64
Naloxone,38,351,0.09
Insulin,334,117,2.56
Metformin,116,158,0.84
Quetiapine,331,166,1.65
Oseltamivir,137,83,1.87
Phenytoin,300,262,1.33
Alprazolam,202,37,4.8
Hydroxychloroquine,424,224,1.87
Clozapine,54,254,0.21
Phenylephrine,419,254,1.49
Losartan,449,68,5.82
Diazepam,437,127,3.11
Paracetamol,364,63,5.52
Mebendazole,387,236,1.95
Diclofenac,50,215,0.26
Phenytoin,168,341,0.4
Budesonide,215,240,0.94
Dopamine,16,110,0.14
Cefixime,492,87,5.22
Haloperidol,81,78,1.13
Midazolam,281,46,5.17
Nitrofurantoin,218,226,0.84
Valproate,113,319,0.36
Azithromycin,125,284,0.35
Haloperidol,2,71,0.03
Levothyroxine,58,341,0.16
Omeprazole,484,75,6.16
Ondansetron,378,298,1.49
Adrenaline,332,259,1.23
Norfloxacin,177,135,1.38
Ivermectin,369,193,2.26
Levothyroxine,110,61,1.83
Lisinopril,402,112,3.23
Ketoconazole,271,65,3.78
Clopidogrel,360,199,2.07
Lorazepam,30,351,0.09
Alprazolam,433,117,3.69
Codeine,330,29,10.36
Tamsulosin,476,190,2.63
Zinc Acetate,410,239,1.82
Ivermectin,435,164,2.79
Norfloxacin,57,66,0.99
Simvastatin,171,286,0.7
Morphine,78,356,0.22
Insulin,227,265,0.73
Tazobactam,482,234,2.17
Ondansetron,197,246,0.7
Beclomethasone,184,73,2.15
Artemether,490,185,2.2
Amoxicillin,456,269,1.72
Ethambutol,170,312,0.63
Zinc Acetate,132,162,0.89
Ciprofloxacin,424,214,2.05
Vitamin D,85,342,0.23
Carbamazepine,111,260,0.44
Levofloxacin,286,337,0.92
Phenylephrine,395,128,3.49
Warfarin,256,357,0.66
Fluoxetine,39,12,3.58
Cefixime,63,95,0.76
Dopamine,75,305,0.29
Ranitidine,377,51,7.27
Paracetamol,109,104,1.06
Diazepam,307,344,1.02
Ciprofloxacin,468,263,1.48
Insulin,169,137,1.2
Hydroxychloroquine,460,91,5.0
Amlodipine,304,50,6.35
Isoniazid,47,145,0.27
Furosemide,190,252,0.65
Ivermectin,14,22,0.55
Budesonide,375,103,3.66
Lorazepam,75,62,1.22
Tinidazole,9,151,0.05
Chlorpheniramine,369,42,7.54
Metformin,67,237,0.29
Carbamazepine,135,133,0.87
Mebendazole,371,234,1.58
Haloperidol,266,206,1.13
Chloroquine,57,342,0.15
Ivermectin,275,231,1.21
Gabapentin,337,337,0.94
Pyrazinamide,224,351,0.65
Midazolam,263,328,0.71
Phenylephrine,157,48,3.71
Salbutamol,116,92,1.34
Quetiapine,197,285,0.67
Ranitidine,265,253,1.1
Haloperidol,303,307,1.09
Azithromycin,86,267,0.38
Carbamazepine,359,146,2.79
Acyclovir,156,283,0.62
Codeine,282,112,2.18
Granisetron,292,71,3.32
Codeine,310,60,4.41
Clopidogrel,70,99,0.85
Metronidazole,331,165,1.7
Ibuprofen,81,343,0.19
Haloperidol,96,36,2.2
Mebendazole,348,224,1.62
Metronidazole,274,41,6.86
Diazepam,43,141,0.34
Warfarin,216,29,6.46
Chlorpheniramine,38,327,0.12
Ofloxacin,360,194,2.15
Levofloxacin,314,360,1.01
Piperacillin,383,201,1.8
Ivermectin,386,82,4.81
Fentanyl,387,360,1.25
Beclomethasone,206,14,15.31
Metronidazole,428,336,1.04
Azithromycin,90,343,0.23
Noradrenaline,77,259,0.34
Ivermectin,441,189,1.92
Zinc Acetate,145,138,1.2
Azithromycin,143,219,0.69
Metformin,345,274,1.3
Calcium Carbonate,13,251,0.06
Metronidazole,21,110,0.22
Levothyroxine,371,226,1.46
Hydroxychloroquine,409,101,3.71
Ondansetron,421,153,2.76
Losartan,200,86,2.13
Erythromycin,251,39,6.36
Cefixime,101,319,0.3
Phenylephrine,481,29,18.08
Pantoprazole,486,40,9.78
Montelukast,160,184,0.98
Phenytoin,13,200,0.07
Meropenem,29,216,0.15
Insulin,342,49,6.53
Valproate,89,209,0.46
Rifampicin,47,235,0.18
Ofloxacin,430,65,6.0
Morphine,456,333,1.42
Tamsulosin,430,40,12.85
Formoterol,444,146,2.51
Erythromycin,372,74,4.66
Domperidone,184,229,0.77
Morphine,38,324,0.1
Ketoconazole,138,309,0.43
Azithromycin,252,114,2.06
Calcium Carbonate,328,232,1.62
Warfarin,9,348,0.03
Lorazepam,200,40,5.26
Ivermectin,334,220,1.81
Acyclovir,253,214,1.4
Domperidone,94,142,0.67
Nitrofurantoin,461,350,1.26
Atorvastatin,23,44,0.54
Fentanyl,377,268,1.16
Lithium,229,361,0.76
Diazepam,176,105,1.96
Artemether,168,61,3.18
Vancomycin,326,345,1.0
Ceftriaxone,79,180,0.38
Salmeterol,445,233,1.86
Pantoprazole,184,318,0.5
Tazobactam,223,124,1.87
Tramadol,471,167,2.75
Diazepam,347,283,1.04
Risperidone,470,313,1.47
Metformin,218,142,1.68
Calcium Carbonate,78,10,8.02
Lorazepam,466,132,3.15
Mebendazole,309,163,1.98
Chloroquine,393,351,1.03
Vitamin D,37,336,0.11
Cefixime,68,323,0.18
Erythromycin,192,186,0.92
Metformin,190,98,1.69
Escitalopram,326,319,1.2
Metronidazole,410,143,2.64
Doxycycline,209,295,0.71
Meropenem,252,224,0.94
Ceftriaxone,70,294,0.25
Quetiapine,233,15,15.68
Noradrenaline,246,35,6.01
Naproxen,490,240,2.32
Zinc Acetate,380,326,1.26
Salbutamol,375,146,2.64
Diclofenac,36,260,0.12
Metformin,73,89,0.93
Amlodipine,323,128,2.97
Carbamazepine,492,202,2.11
Lorazepam,385,232,1.4
Zinc Acetate,488,339,1.42
Cyclizine,48,218,0.18
Calcium Carbonate,98,146,0.72
Nitrofurantoin,168,304,0.54
Azithromycin,479,167,2.97
Warfarin,322,78,4.08
Piperacillin,70,286,0.25
Meropenem,293,333,0.71
Diclofenac,167,10,18.13
Fentanyl,110,38,2.43
Rifampicin,172,237,0.86
Isoniazid,53,176,0.34
Tamsulosin,296,229,1.08
Nitrofurantoin,21,243,0.08
Clopidogrel,255,207,1.25
Naloxone,409,75,5.18
Cyclizine,259,226,1.05
Clozapine,439,122,3.88
Domperidone,419,195,2.12
Furosemide,234,250,0.84
Azithromycin,363,64,4.67
Midazolam,88,249,0.29
Betamethasone,479,315,1.58
Alprazolam,464,78,5.5
Lumefantrine,190,75,2.42
Paracetamol,238,163,1.38
Montelukast,24,123,0.21
Omeprazole,99,224,0.46
Ivermectin,367,63,6.24
Morphine,306,320,0.78
Amlodipine,129,12,11.68
Vitamin D,160,344,0.5
Amoxicillin,457,256,2.0
Piperacillin,250,288,0.92
Loratadine,335,132,2.83
Metformin,416,164,2.45
Prednisone,136,345,0.4
Betamethasone,52,356,0.15
Spironolactone,249,351,0.58
Lisinopril,408,163,2.79
Chloroquine,133,324,0.42
Haloperidol,399,296,1.23
Clopidogrel,174,326,0.53
Pseudoephedrine,221,129,1.41
Nitrofurantoin,102,124,0.84
Simvastatin,115,354,0.27
Adrenaline,478,340,1.35
Spironolactone,489,236,1.89
Tramadol,461,90,5.35
Cyclizine,299,130,2.51
Hydroxychloroquine,120,224,0.49
Fentanyl,467,308,1.68
Sertraline,472,100,4.43
Atorvastatin,181,335,0.57
Domperidone,387,247,1.37
Amlodipine,219,128,1.89
Formoterol,274,349,0.75
Dexamethasone,189,64,2.54
Lorazepam,367,283,1.07
Tinidazole,486,69,5.87
Ciprofloxacin,222,170,1.38
Cetirizine,489,33,13.72
Amlodipine,432,263,1.73
Dopamine,484,228,2.05
Pseudoephedrine,156,242,0.72
Ondansetron,459,107,3.54
Metformin,339,262,1.08
Tamsulosin,8,140,0.05
Escitalopram,457,76,6.31
Furosemide,192,208,0.87
Ranitidine,94,96,1.11
Budesonide,212,124,1.77
Spironolactone,458,317,1.57
Diazepam,79,13,6.84
Codeine,330,98,3.01
Morphine,75,301,0.27
Simvastatin,55,324,0.16
Quetiapine,282,260,1.11
Naloxone,69,46,1.76
Chlorpheniramine,363,213,1.63
Artemether,68,191,0.42
Tamsulosin,45,126,0.37
Tamsulosin,472,102,3.99
Dexamethasone,432,203,1.84
Ranitidine,264,26,11.07
Chlorpheniramine,153,272,0.54
Cyclizine,257,128,1.81
Phenylephrine,192,142,1.14
Betamethasone,158,139,1.07
Doxycycline,293,37,7.39
Mebendazole,83,76,1.21
Furosemide,341,69,4.61
Ciprofloxacin,121,364,0.31
Vitamin D,325,90,4.14
Norfloxacin,266,64,4.08
Dopamine,25,183,0.16
Insulin,165,224,0.79
Haloperidol,84,238,0.39
Quetiapine,187,270,0.81
Sertraline,346,118,2.49
Domperidone,144,265,0.49
Levofloxacin,436,285,1.64
Isoniazid,334,215,1.78
Carbamazepine,378,177,1.97
Azithromycin,285,251,1.09
Gabapentin,409,42,8.38
Chlorpheniramine,2,236,0.01
Tazobactam,345,220,1.51
Amoxicillin,243,27,8.71
Adrenaline,472,297,1.49
Hydroxychloroquine,4,290,0.01
Vancomycin,66,214,0.3
Azithromycin,58,232,0.24
Mebendazole,215,18,14.14
Naproxen,406,103,3.87
Isoniazid,37,293,0.11
Clotrimazole,310,286,1.24
Carbamazepine,180,198,0.87
Carbamazepine,49,21,2.66
Valproate,345,310,0.96
Tamsulosin,319,304,1.04
Metformin,244,358,0.72
Artemether,48,341,0.12
Levofloxacin,226,65,3.04
Paracetamol,423,21,21.33
Codeine,54,154,0.33
Fentanyl,283,177,1.75
Lumefantrine,28,116,0.21
Isoniazid,99,244,0.33
Naloxone,466,273,1.79
Salmeterol,71,268,0.29
Formoterol,291,337,0.71
Mebendazole,88,268,0.36
Erythromycin,24,220,0.1
Rifampicin,148,289,0.61
Ciprofloxacin,23,141,0.14
Piperacillin,277,362,0.81
Insulin,494,110,5.35
Mebendazole,367,146,2.51
Naproxen,351,119,3.1
Calcium Carbonate,142,325,0.37
Risperidone,313,146,2.19
Chlorpheniramine,119,206,0.66
Ethambutol,407,357,1.3
Doxycycline,443,218,2.28
Morphine,115,117,1.08
Salbutamol,391,109,3.44
Vancomycin,152,262,0.63
Nitrofurantoin,408,233,1.42
Nitrofurantoin,266,150,1.5
Granisetron,66,151,0.49
Formoterol,224,14,17.85
Lumefantrine,83,51,1.89
Meropenem,18,336,0.05
Tamsulosin,383,362,0.96
Tamsulosin,456,210,2.2
Omeprazole,35,16,2.14
Tinidazole,191,152,1.26
Pyrazinamide,249,268,0.98
Norfloxacin,464,297,1.5
Artemether,53,50,0.98
Lumefantrine,108,62,1.68
Morphine,461,173,2.36
Carbamazepine,473,267,1.74
Granisetron,203,58,2.91
Warfarin,155,155,1.03
Paracetamol,269,103,2.51
Quetiapine,244,328,0.73
Tazobactam,301,347,1.01
Cetirizine,20,65,0.35
Erythromycin,433,43,10.31
Granisetron,494,225,2.29
Artemether,83,120,0.7
Risperidone,68,124,0.57
Salbutamol,370,268,1.62
Metformin,100,124,0.73
Tinidazole,468,281,1.51
Metformin,150,188,0.87
Salbutamol,7,86,0.07
Naproxen,22,229,0.08
Escitalopram,395,214,1.65
Cyclizine,3,181,0.02
Ofloxacin,212,257,0.66
Furosemide,44,301,0.15
Phenytoin,290,133,2.07
Spironolactone,199,108,1.86
Risperidone,165,85,2.0
Ibuprofen,417,31,13.81
Salbutamol,50,353,0.14
Prednisone,497,231,1.77
Ethambutol,328,298,1.12
Noradrenaline,113,356,0.26
Haloperidol,88,352,0.25
Beclomethasone,494,306,1.87
Levothyroxine,260,18,11.65
Haloperidol,76,319,0.21
Valproate,175,69,2.2
Adrenaline,430,250,1.69
Atorvastatin,480,275,1.69
Zinc Acetate,193,15,12.72
Tramadol,316,84,3.76
Cefixime,208,181,0.97
Ondansetron,164,178,0.74
Naproxen,475,358,1.51
Linezolid,41,157,0.31
Chlorpheniramine,489,214,1.89
Carbamazepine,259,108,2.59
Mebendazole,290,330,0.83
Metformin,322,268,1.28
Valproate,471,257,1.66
Vitamin D,487,135,3.92
Gabapentin,157,29,5.21
Domperidone,389,178,2.47
Furosemide,113,65,1.65
Meropenem,136,106,1.25
Levothyroxine,196,299,0.57
Quetiapine,168,205,0.67
Pantoprazole,130,142,0.99
Cetirizine,232,25,7.85
Clozapine,176,332,0.43
Linezolid,421,74,5.2
Artemether,168,235,0.6
Phenylephrine,135,349,0.44
Piperacillin,146,145,0.86
Adrenaline,136,317,0.44
Rifampicin,64,344,0.15
Levofloxacin,216,267,0.81
Midazolam,249,204,1.33
Diclofenac,321,292,1.24
Ranitidine,464,144,3.66
Vancomycin,272,254,1.12
Piperacillin,257,20,11.69
Codeine,311,339,0.81
Linezolid,338,289,1.27
Adrenaline,458,208,2.3
Isoniazid,239,118,1.8
Clotrimazole,265,209,1.32
Ceftriaxone,22,68,0.28
Mebendazole,421,20,19.63
Amlodipine,134,97,1.55
Warfarin,379,296,1.35
Clotrimazole,6,221,0.03
Omeprazole,495,363,1.6
Lisinopril,220,294,0.71
Diclofenac,58,137,0.4
Piperacillin,432,323,1.11
Amoxicillin,453,74,5.17
Theophylline,38,206,0.17
Valproate,321,181,1.89
Carbamazepine,63,165,0.33
Tinidazole,369,195,2.22
Escitalopram,229,117,2.34
Haloperidol,325,282,0.94
Ondansetron,98,58,1.38
Naproxen,85,179,0.52
Pyrazinamide,44,352,0.12
Alprazolam,384,364,0.88
Chlorpheniramine,402,251,1.4
Adrenaline,22,314,0.06
Codeine,64,167,0.41
Betamethasone,173,70,2.61
Diclofenac,211,122,1.81
Linezolid,219,292,0.67
Metformin,325,250,1.39
Tamsulosin,223,61,4.26
Phenytoin,125,64,1.89
Vitamin D,252,295,0.81
Meropenem,173,44,4.47
Rifampicin,59,84,0.79
Tinidazole,427,143,2.85
Olanzapine,445,80,6.27
Pantoprazole,479,267,2.02
Montelukast,192,206,1.08
Linezolid,130,57,1.98
Linezolid,417,267,1.34
Metronidazole,224,203,0.92
Zinc Acetate,241,322,0.82
Gabapentin,166,72,2.04
Tazobactam,342,255,1.08
Betamethasone,214,221,0.82
Sertraline,308,171,1.68
Clozapine,407,135,3.53
Acyclovir,367,99,4.29
Formoterol,483,66,7.72
Levothyroxine,390,276,1.6
Cetirizine,139,112,1.0
Cetirizine,398,263,1.72
Tamsulosin,74,286,0.28
Levothyroxine,269,12,26.9
Formoterol,311,321,1.1
Calcium Carbonate,309,102,3.39
Cetirizine,42,228,0.19
Metronidazole,457,253,1.63
Rifampicin,68,107,0.55
Montelukast,319,94,3.3
Pseudoephedrine,415,271,1.26
Phenytoin,363,130,2.27
Ofloxacin,332,153,2.51
Risperidone,379,83,5.35
Ofloxacin,385,173,2.45
Artemether,482,124,3.91
Budesonide,376,270,1.63
Metformin,460,185,2.94
Olanzapine,187,343,0.58
Vitamin D,121,165,0.65
Isoniazid,48,281,0.14
Granisetron,56,278,0.18
Loratadine,183,204,1.01
Calcium Carbonate,153,90,1.94
Adrenaline,188,273,0.64
Granisetron,426,249,1.42
Adrenaline,154,144,0.88
Rifampicin,128,328,0.46
Levofloxacin,26,308,0.1
Zinc Acetate,232,13,15.78
Warfarin,289,332,0.95
Diclofenac,302,83,3.71
Oseltamivir,298,330,0.86
Rifampicin,479,46,11.21
Ivermectin,132,286,0.4
Alprazolam,387,342,0.95
Levothyroxine,30,357,0.07
Montelukast,455,134,2.89
Montelukast,237,206,0.94
Lithium,181,151,1.25
Ofloxacin,190,151,1.06
Lorazepam,131,215,0.57
Phenylephrine,473,341,1.66
Oseltamivir,395,206,1.65
Montelukast,77,21,4.27
Granisetron,405,73,5.32
Amoxicillin,412,34,10.49
Mebendazole,241,264,0.92
Dexamethasone,406,199,2.15
Metronidazole,106,255,0.44
Ivermectin,96,121,0.92
Gabapentin,99,172,0.56
Linezolid,455,37,12.37
Calcium Carbonate,444,95,4.27
Beclomethasone,60,282,0.22
Tamsulosin,473,49,9.63
Nitrofurantoin,138,294,0.45
Omeprazole,98,329,0.25
Clopidogrel,399,240,1.62
Budesonide,1,341,0.0
Levofloxacin,447,224,2.22
Diclofenac,299,55,5.85
Salbutamol,75,193,0.38
Ketoconazole,198,153,1.48
Piperacillin,445,277,1.56
Formoterol,175,101,1.6
Piperacillin,456,182,2.39
Carbamazepine,489,301,1.31
Betamethasone,156,45,3.63
Montelukast,347,298,1.19
Amoxicillin,455,328,1.38
Montelukast,139,244,0.57
Dexamethasone,275,156,2.08
Clozapine,71,173,0.35
Gabapentin,353,18,17.87
Phenytoin,349,256,1.27
Naloxone,462,166,2.7
Beclomethasone,364,84,4.95
Oseltamivir,164,43,4.34
Vitamin D,410,269,1.66
Azithromycin,125,104,1.19
Sertraline,107,108,1.03
Diazepam,270,182,1.53
Morphine,163,358,0.39
Clopidogrel,44,121,0.31
Levofloxacin,321,220,1.6
Vancomycin,203,212,1.04
Tramadol,283,182,1.63
Gabapentin,315,210,1.28
Isoniazid,273,328,0.95
Clozapine,2,320,0.01
Risperidone,476,109,4.15
Ranitidine,451,78,6.85
Nitrofurantoin,41,179,0.27
Loratadine,271,331,0.98
Ibuprofen,108,240,0.48
Warfarin,2,70,0.02
Granisetron,485,69,7.92
Sertraline,88,321,0.25
Amoxicillin,64,129,0.56
Warfarin,390,283,1.18
Tazobactam,89,143,0.66
Naloxone,254,315,0.88
Betamethasone,270,54,5.65
Clozapine,151,17,10.52
Atorvastatin,4,35,0.12
Escitalopram,69,151,0.47
Mebendazole,431,24,20.64
Valproate,486,321,1.28
Vancomycin,252,203,1.14
Midazolam,246,277,0.81
Ceftriaxone,160,87,1.63
Loratadine,173,95,2.06
Amoxicillin,102,249,0.39
Budesonide,349,256,1.11
Quetiapine,255,88,3.09
Pseudoephedrine,322,77,4.59
Mebendazole,424,183,2.35
Morphine,120,257,0.47
Risperidone,256,304,0.81
Warfarin,143,102,1.67
Vancomycin,171,137,1.22
Paracetamol,323,236,1.52
Losartan,270,143,2.14
Meropenem,157,259,0.63
Phenytoin,397,124,2.65
Diclofenac,261,127,1.9
Amlodipine,286,144,1.95
Lisinopril,237,93,2.29
Salmeterol,275,125,2.07
Prednisone,475,169,2.4
Lumefantrine,56,151,0.31
Paracetamol,330,27,11.83
Cetirizine,5,278,0.02
Cyclizine,173,107,1.54
Domperidone,285,202,1.43
Phenylephrine,120,364,0.35
Levofloxacin,194,55,3.5
Tazobactam,242,329,0.6
Simvastatin,129,163,0.67
Hydrochlorothiazide,286,144,1.79
Zinc Acetate,350,347,1.17
Isoniazid,182,35,5.92
Sertraline,495,168,3.28
Escitalopram,80,354,0.19
Escitalopram,376,20,15.7
Haloperidol,420,266,1.7
Levofloxacin,487,335,1.6
Paracetamol,235,11,23.34
Montelukast,311,43,7.79
Paracetamol,1,347,0.0
Pantoprazole,413,207,1.87
Insulin,303,329,0.89
Ciprofloxacin,17,224,0.08
Furosemide,203,214,1.02
Tamsulosin,462,163,2.44
Chloroquine,383,180,2.54
Prednisone,57,298,0.2
Azithromycin,73,14,5.42
Levofloxacin,71,140,0.6
Gabapentin,398,154,2.44
Pantoprazole,145,132,1.03
Amlodipine,248,218,1.16
Furosemide,262,49,5.54
Theophylline,309,231,1.45
Fentanyl,231,266,0.84
Olanzapine,218,277,0.94
Rifampicin,92,242,0.32
Diclofenac,130,160,0.75
Paracetamol,257,256,1.2
Ranitidine,95,177,0.44
Quetiapine,370,181,2.19
Ibuprofen,380,190,2.35
Rifampicin,436,116,3.26
Nitrofurantoin,7,27,0.3
Warfarin,135,334,0.47
Dexamethasone,440,150,2.98
Theophylline,434,235,1.97
Formoterol,10,257,0.04
Lumefantrine,312,325,1.09
Warfarin,176,63,3.1
Furosemide,153,287,0.55
Risperidone,441,348,1.05
Piperacillin,200,81,2.06
Hydroxychloroquine,104,135,0.65
Amoxicillin,230,197,1.35
Hydrochlorothiazide,466,346,1.4
Carbamazepine,80,292,0.26
Hydroxychloroquine,28,109,0.3
Acyclovir,148,222,0.61
Midazolam,234,30,8.93
Alprazolam,407,103,4.14
Linezolid,168,110,1.4
Piperacillin,347,255,1.09
Salmeterol,188,267,0.69
Ivermectin,95,225,0.38
Prednisone,233,76,2.56
Haloperidol,153,200,0.89
Ceftriaxone,206,259,0.74
Vancomycin,339,51,7.64
Clopidogrel,274,304,0.79
Furosemide,176,228,0.87
Paracetamol,282,19,13.04
Zinc Acetate,140,174,0.86
Cetirizine,265,280,0.97
Cyclizine,271,352,0.65
Tramadol,426,22,19.93
Pantoprazole,426,122,3.84
Formoterol,34,350,0.08
Ranitidine,250,180,1.27
Prednisone,417,116,3.58
Ethambutol,205,13,15.37
Olanzapine,212,120,1.78
Diclofenac,171,276,0.6
Pyrazinamide,274,344,0.69
Prednisone,2,279,0.01
Lorazepam,226,245,1.05
Isoniazid,21,240,0.09
Noradrenaline,318,231,1.4
Metformin,361,39,10.92
Pantoprazole,75,258,0.24
Losartan,142,107,1.52
Hydroxychloroquine,73,288,0.21
Lumefantrine,66,303,0.19
Tramadol,330,49,7.92
Gabapentin,63,62,0.94
Escitalopram,144,273,0.43
Salmeterol,480,180,2.17
Ibuprofen,330,20,17.85
Losartan,244,198,1.02
Ciprofloxacin,213,42,4.11
Ondansetron,120,257,0.5
Salmeterol,70,124,0.47
Montelukast,308,31,9.87
Tinidazole,38,162,0.19
Montelukast,244,285,0.84
Morphine,68,361,0.19
Acyclovir,89,115,0.8
Clozapine,428,196,1.78
Tamsulosin,417,232,1.91
Ranitidine,469,188,2.45
Ondansetron,429,168,2.43
Budesonide,199,154,1.41
Ranitidine,162,337,0.52
Linezolid,435,183,2.78
Phenylephrine,2,202,0.01
Vancomycin,138,180,0.88
Furosemide,333,41,8.56
Dexamethasone,100,88,1.11
Salmeterol,438,132,3.28
Diazepam,402,125,2.8
Ivermectin,3,176,0.02
Tinidazole,321,342,0.85
Metronidazole,109,343,0.29
Omeprazole,267,49,5.99
Losartan,107,156,0.81
Fentanyl,268,286,0.97
Azithromycin,224,92,2.68
Valproate,355,199,1.97
Paracetamol,127,271,0.39
Insulin,256,202,1.2
Doxycycline,479,238,1.69
Dexamethasone,453,345,1.06
Tramadol,402,55,6.04
Levothyroxine,427,92,5.14
Clopidogrel,440,86,4.9
Cyclizine,399,98,3.89
Artemether,399,141,3.05
Ibuprofen,462,32,12.8
Cyclizine,132,160,0.98
Tazobactam,342,346,0.94
Levothyroxine,3,307,0.01
Paracetamol,183,282,0.66
Phenylephrine,179,313,0.58
Lumefantrine,269,75,3.38
Norfloxacin,211,303,0.66
Vitamin D,358,170,2.46
Ivermectin,95,11,8.23
Dexamethasone,139,54,3.08
Salmeterol,159,295,0.56
Amlodipine,427,148,2.88
Hydrochlorothiazide,2,317,0.01
Risperidone,253,313,0.77
Fluoxetine,438,193,2.54
Chloroquine,21,275,0.09
Ibuprofen,147,353,0.44
Lumefantrine,299,98,2.76
Calcium Carbonate,263,134,1.59
Vancomycin,369,305,1.25
Ofloxacin,84,195,0.39
Clopidogrel,425,11,43.81
Gabapentin,45,57,0.64
Levothyroxine,58,197,0.34
Azithromycin,361,353,0.9
Hydroxychloroquine,378,301,1.24
Lumefantrine,40,61,0.56
Phenylephrine,467,261,1.48
Sertraline,362,219,1.91
Tamsulosin,109,315,0.39
Erythromycin,116,301,0.45
Warfarin,58,291,0.19
Quetiapine,172,342,0.49
Doxycycline,441,90,5.64
Warfarin,34,107,0.37
Budesonide,69,113,0.6
Metronidazole,54,216,0.3
Naproxen,353,136,2.74
Lorazepam,1,154,0.01
Adrenaline,450,205,2.58
Ivermectin,332,46,8.0
Tinidazole,55,25,1.79
Ethambutol,28,20,1.3
Olanzapine,141,83,1.75
Ethambutol,490,70,5.98
Pseudoephedrine,267,157,1.91
Paracetamol,131,170,0.68
Fentanyl,164,206,0.94
Diazepam,68,202,0.31
Nitrofurantoin,249,288,0.7
Gabapentin,324,159,2.43
Tamsulosin,451,339,1.5
Paracetamol,289,43,6.38
Hydrochlorothiazide,449,174,2.24
Metronidazole,72,275,0.31
Domperidone,461,199,2.44
Granisetron,194,254,0.76
Valproate,367,97,3.38
Isoniazid,464,157,3.15
Salbutamol,275,116,2.67
Piperacillin,474,98,4.05
Metformin,420,315,1.55
Ethambutol,354,15,23.28
Tinidazole,140,106,1.3
Tamsulosin,74,50,1.37
Betamethasone,492,355,1.47
Acyclovir,152,23,6.59
Quetiapine,196,357,0.53
Naproxen,216,344,0.73
Montelukast,210,265,0.75
Ciprofloxacin,81,108,0.73
Ofloxacin,179,211,0.84
Dopamine,70,94,0.71
Ranitidine,394,312,1.24
Paracetamol,494,350,1.62
Fluoxetine,45,170,0.24
Doxycycline,369,17,17.61
Clotrimazole,175,117,1.64
Lorazepam,161,193,0.7
Montelukast,273,35,6.84
Meropenem,53,342,0.17
Tramadol,366,311,0.99
Lumefantrine,385,327,1.24
Norfloxacin,325,97,2.89
Levofloxacin,128,245,0.58
Tazobactam,272,318,0.96
Fentanyl,395,15,22.69
Budesonide,95,325,0.3
Chlorpheniramine,63,10,5.64
Amlodipine,275,254,0.87
Alprazolam,400,195,1.65
Fluoxetine,445,354,1.06
Carbamazepine,135,36,4.09
Adrenaline,424,56,7.99
Granisetron,273,187,1.49
Losartan,313,196,1.46
Sertraline,468,77,6.04
Tramadol,101,173,0.69
Ivermectin,299,27,12.58
Betamethasone,385,307,1.21
Carbamazepine,320,234,1.58
Oseltamivir,415,356,1.28
Spironolactone,100,208,0.57
Cyclizine,431,357,1.13
Tinidazole,275,241,0.94
Ethambutol,376,113,2.71
Noradrenaline,426,99,4.08
Carbamazepine,421,296,1.56
Pyrazinamide,442,335,1.38
Rifampicin,189,245,0.88
Carbamazepine,117,153,0.76
Salbutamol,476,285,1.99
Alprazolam,4,215,0.02
Levofloxacin,125,251,0.4
Ketoconazole,245,127,1.63
Midazolam,296,63,4.59
Amoxicillin,136,315,0.47
Spironolactone,329,192,1.87
Clopidogrel,422,239,1.69
Cyclizine,303,326,0.95
Phenylephrine,298,177,1.96
Olanzapine,477,17,29.62
Dopamine,157,138,1.21
Prednisone,404,115,3.83
Codeine,234,240,1.04
Morphine,490,278,2.11
Naloxone,289,114,2.45
Paracetamol,278,64,4.26
Ciprofloxacin,357,157,2.45
Levofloxacin,476,77,6.8
Azithromycin,419,317,1.39
Budesonide,251,51,5.12
Gabapentin,382,57,6.13
Furosemide,409,32,14.88
Beclomethasone,489,41,11.71
